idx,data,lado,entry,nivel,dist_nivel,range_5c,range_15c,atr14,corpo_candle_ant,seq_mesma_direcao,vel_3min,excesso_sobre_nivel,hora_min_et,mfe60,mae60
55011,2025-08-07,SHORT,23441.5,23445.25,3.75,38.25,61.5,17.89,7.5,2,2.0,4.5,789,63.0,17.75
55013,2025-08-07,SHORT,23436.5,23445.25,8.75,30.5,61.5,19.38,12.25,1,25.5,9.5,791,76.0,21.5
55017,2025-08-07,SHORT,23439.75,23445.25,5.5,30.5,61.5,19.64,21.0,1,7.25,5.0,795,94.0,18.25
55018,2025-08-07,SHORT,23442.0,23445.25,3.25,25.75,61.5,19.95,9.75,1,13.25,2.25,796,99.0,16.0
55020,2025-08-07,SHORT,23440.0,23445.25,5.25,26.5,38.25,18.79,14.0,1,0.75,5.75,798,108.0,18.0
55026,2025-08-07,SHORT,23445.5,23445.25,0.25,42.0,44.25,18.02,1.5,1,7.0,0.75,804,116.5,12.5
55029,2025-08-07,SHORT,23441.75,23445.25,3.5,17.75,43.0,16.98,7.0,1,3.5,4.25,807,112.75,1.5
55160,2025-08-07,SHORT,23441.75,23445.25,3.5,35.75,63.5,10.86,4.5,4,25.25,4.25,938,29.25,92.25
55167,2025-08-07,SHORT,23440.0,23445.25,5.25,28.0,49.0,11.79,0.75,1,4.75,5.0,945,3.5,94.0
56212,2025-08-08,SHORT,23666.5,23671.0,4.5,27.0,45.25,13.11,4.75,2,5.25,3.5,610,40.25,36.5
56227,2025-08-08,SHORT,23664.5,23671.0,6.5,22.5,52.25,13.02,1.25,1,11.5,7.25,625,21.0,38.5
56254,2025-08-08,SHORT,23670.75,23671.0,0.25,19.25,30.5,10.05,13.5,1,5.25,0.5,652,58.75,11.0
56255,2025-08-08,SHORT,23665.0,23671.0,6.0,21.0,34.5,10.21,0.75,2,19.0,5.5,653,53.0,16.75
56256,2025-08-08,SHORT,23668.0,23671.0,3.0,25.0,38.5,10.59,5.25,3,4.25,3.5,654,56.0,13.75
56257,2025-08-08,SHORT,23665.5,23671.0,5.5,25.0,38.5,10.46,2.5,1,5.75,6.25,655,53.5,16.25
56258,2025-08-08,SHORT,23662.75,23671.0,8.25,25.0,43.75,10.32,3.25,1,2.75,8.25,656,50.75,19.0
56268,2025-08-08,SHORT,23665.5,23671.0,5.5,22.75,32.25,9.59,3.0,3,8.25,4.75,666,53.5,31.25
56269,2025-08-08,SHORT,23669.0,23671.0,2.0,26.25,32.0,9.5,4.75,4,10.75,1.75,667,57.0,27.75
56270,2025-08-08,SHORT,23664.75,23671.0,6.25,22.0,30.75,9.27,3.75,5,3.25,6.0,668,52.75,32.0
56273,2025-08-08,SHORT,23666.5,23671.0,4.5,20.0,38.25,9.14,3.5,1,1.0,5.0,671,54.5,30.25
