data,hora,dow,lado,entry,saida,pts,usd,motivo,mfe,mae,dur_bars,be_ativado,n_hi,n_lo,nivel,dist_nivel,gap_entrada,close_sinal
2025-11-05,09:39,2,LONG,25551.5,25571.75,20.25,196.5,TRAIL,22.0,6.0,1,True,25893.5,25544.0,25544.0,7.0,0.5,25551.0
2025-11-05,09:46,2,LONG,25553.25,25569.75,16.5,159.0,TRAIL,48.0,6.25,1,True,25893.5,25544.0,25544.0,9.0,0.25,25553.0
2025-11-06,10:19,3,LONG,25499.0,25486.5,-12.5,-131.0,SL,1.25,25.75,0,False,25880.0,25488.0,25488.0,11.5,-0.5,25499.5
2025-11-06,10:31,3,LONG,25496.75,25512.0,15.25,146.5,TRAIL,17.0,32.5,1,True,25880.0,25488.0,25488.0,8.75,0.0,25496.75
2025-11-10,09:31,0,SHORT,25563.75,25576.25,-12.5,-131.0,SL,2.75,21.0,0,False,25569.5,25269.0,25569.5,5.75,-0.0,25563.75
2025-11-10,12:09,0,SHORT,25555.0,25544.75,10.25,96.5,TRAIL,21.0,4.75,1,True,25569.5,25269.0,25569.5,14.75,-0.25,25554.75
2025-11-10,12:29,0,SHORT,25559.25,25550.75,8.5,79.0,TRAIL,10.25,6.75,1,True,25569.5,25269.0,25569.5,11.25,-1.0,25558.25
2025-11-10,12:32,0,SHORT,25568.25,25580.75,-12.5,-131.0,SL,2.5,13.75,4,False,25569.5,25269.0,25569.5,1.0,0.25,25568.5
2025-11-12,09:34,2,SHORT,25695.25,25675.75,19.5,189.0,TRAIL,22.75,9.75,1,True,25696.25,25478.5,25696.25,0.5,0.5,25695.75
2025-11-12,09:37,2,SHORT,25685.0,25670.75,14.25,136.5,TRAIL,16.0,8.25,1,True,25696.25,25478.5,25696.25,11.0,0.25,25685.25
2025-11-12,09:40,2,SHORT,25682.5,25662.75,19.75,191.5,TRAIL,33.25,7.75,1,True,25696.25,25478.5,25696.25,13.0,0.75,25683.25
2025-11-14,10:28,4,LONG,25011.75,25026.75,15.0,144.0,TRAIL,16.75,14.0,1,True,25502.0,25002.5,25002.5,9.75,-0.5,25012.25
2025-11-14,10:31,4,LONG,25007.0,24994.5,-12.5,-131.0,SL,7.75,29.75,0,False,25502.0,25002.5,25002.5,5.0,-0.5,25007.5
2025-11-14,10:33,4,LONG,25005.25,25021.75,16.5,159.0,TRAIL,21.0,12.0,1,True,25502.0,25002.5,25002.5,2.25,0.5,25004.75
2025-11-17,09:30,0,LONG,24997.75,24985.25,-12.5,-131.0,SL,2.0,42.75,0,False,25361.25,24992.5,24992.5,5.25,0.0,24997.75
2025-11-17,11:09,0,LONG,25001.75,25007.5,5.75,51.5,TRAIL,23.5,8.25,1,True,25361.25,24992.5,24992.5,9.5,-0.25,25002.0
2025-11-17,11:13,0,LONG,24994.75,25003.5,8.75,81.5,TRAIL,10.5,17.0,1,True,25361.25,24992.5,24992.5,2.25,0.0,24994.75
2025-11-17,13:00,0,LONG,25001.0,24988.5,-12.5,-131.0,SL,1.5,19.5,1,False,25361.25,24992.5,24992.5,8.5,0.0,25001.0
2025-11-17,13:11,0,LONG,24997.25,24984.75,-12.5,-131.0,SL,0.0,29.25,0,False,25361.25,24992.5,24992.5,5.0,-0.25,24997.5
2025-11-17,13:18,0,LONG,25005.0,24992.5,-12.5,-131.0,SL,2.5,20.0,0,False,25361.25,24992.5,24992.5,12.0,0.5,25004.5
2025-11-17,13:20,0,LONG,25001.0,25004.0,3.0,24.0,TRAIL,14.5,8.0,1,True,25361.25,24992.5,24992.5,6.25,2.25,24998.75
2025-11-17,13:43,0,LONG,24993.5,24981.0,-12.5,-131.0,SL,0.0,18.0,0,False,25361.25,24992.5,24992.5,1.25,-0.25,24993.75
2025-11-17,13:45,0,LONG,24998.0,25008.25,10.25,96.5,TRAIL,36.0,1.25,1,True,25361.25,24992.5,24992.5,6.25,-0.75,24998.75
2025-11-18,09:31,1,LONG,24736.75,24724.25,-12.5,-131.0,SL,0.0,72.25,0,False,25254.0,24731.75,24731.75,4.25,0.75,24736.0
2025-11-18,09:35,1,LONG,24743.75,24731.25,-12.5,-131.0,SL,20.0,27.25,0,False,25254.0,24731.75,24731.75,11.25,0.75,24743.0
2025-11-18,09:40,1,LONG,24737.5,24725.0,-12.5,-131.0,SL,5.0,26.5,0,False,25254.0,24731.75,24731.75,7.0,-1.25,24738.75
2025-11-18,12:55,1,LONG,24739.25,24726.75,-12.5,-131.0,SL,0.0,31.75,0,False,25254.0,24731.75,24731.75,9.25,-1.75,24741.0
2025-11-18,13:27,1,LONG,24738.25,24777.25,39.0,384.0,TRAIL,40.75,0.0,1,True,25254.0,24731.75,24731.75,5.75,0.75,24737.5
2025-11-18,13:37,1,LONG,24742.5,24730.0,-12.5,-131.0,SL,1.25,28.75,0,False,25254.0,24731.75,24731.75,10.5,0.25,24742.25
2025-11-18,13:39,1,LONG,24743.25,24803.25,60.0,594.0,TP,60.25,3.75,1,True,25254.0,24731.75,24731.75,11.25,0.25,24743.0
2025-11-18,13:49,1,LONG,24744.0,24772.5,28.5,279.0,TRAIL,32.75,6.25,1,True,25254.0,24731.75,24731.75,12.5,-0.25,24744.25
2025-11-18,14:02,1,LONG,24734.75,24722.25,-12.5,-131.0,SL,6.5,18.25,0,False,25254.0,24731.75,24731.75,2.75,0.25,24734.5
2025-11-18,14:07,1,LONG,24731.25,24718.75,-12.5,-131.0,SL,11.5,13.25,0,False,25254.0,24731.75,24731.75,1.5,-2.0,24733.25
2025-11-18,14:11,1,LONG,24738.5,24726.0,-12.5,-131.0,SL,13.5,14.5,0,False,25254.0,24731.75,24731.75,6.75,0.0,24738.5
2025-11-18,14:13,1,LONG,24745.5,24733.0,-12.5,-131.0,SL,20.25,15.0,0,False,25254.0,24731.75,24731.75,14.5,-0.75,24746.25
2025-11-19,10:53,2,SHORT,24825.0,24812.75,12.25,116.5,TRAIL,20.5,7.75,1,True,24832.0,24376.25,24832.0,6.25,0.75,24825.75
2025-11-20,11:16,3,SHORT,24981.75,24954.5,27.25,266.5,TRAIL,41.75,8.5,1,True,24988.0,24507.0,24988.0,6.0,0.25,24982.0
2025-11-20,12:08,3,LONG,24512.75,24572.75,60.0,594.0,TP,75.75,12.0,0,False,24988.0,24507.0,24507.0,7.5,-1.75,24514.5
2025-11-20,12:11,3,LONG,24514.25,24501.75,-12.5,-131.0,SL,7.25,68.25,0,False,24988.0,24507.0,24507.0,5.75,1.5,24512.75
2025-11-20,13:10,3,LONG,24512.5,24500.0,-12.5,-131.0,SL,10.5,28.5,0,False,24988.0,24507.0,24507.0,5.0,0.5,24512.0
2025-11-20,13:12,3,LONG,24520.25,24553.25,33.0,324.0,TRAIL,57.75,1.25,1,True,24988.0,24507.0,24507.0,14.25,-1.0,24521.25
2025-11-20,13:17,3,LONG,24514.75,24502.25,-12.5,-131.0,SL,28.5,19.75,0,False,24988.0,24507.0,24507.0,7.0,0.75,24514.0
2025-11-20,13:20,3,LONG,24508.75,24533.0,24.25,236.5,TRAIL,43.25,27.75,1,True,24988.0,24507.0,24507.0,3.0,-1.25,24510.0
2025-11-20,13:23,3,LONG,24515.25,24502.75,-12.5,-131.0,SL,4.25,28.5,0,False,24988.0,24507.0,24507.0,9.25,-1.0,24516.25
2025-11-21,09:47,4,LONG,24112.5,24172.5,60.0,594.0,TP,111.5,0.0,1,True,25310.0,24098.0,24098.0,13.75,0.75,24111.75
2025-11-21,10:03,4,LONG,24099.25,24086.75,-12.5,-131.0,SL,29.0,25.0,0,False,25310.0,24098.0,24098.0,0.75,0.5,24098.75
2025-11-21,10:14,4,LONG,24101.75,24089.25,-12.5,-131.0,SL,23.5,15.75,0,False,25310.0,24098.0,24098.0,2.5,1.25,24100.5
2025-11-21,10:16,4,LONG,24101.25,24088.75,-12.5,-131.0,SL,21.0,13.75,0,False,25310.0,24098.0,24098.0,3.25,0.0,24101.25
2025-11-21,11:22,4,LONG,24099.5,24118.25,18.75,181.5,TRAIL,21.25,11.0,1,True,25310.0,24098.0,24098.0,0.5,1.0,24098.5
2025-11-25,12:29,1,SHORT,24991.0,24986.0,5.0,44.0,TRAIL,6.75,10.75,1,True,24993.5,24516.75,24993.5,2.75,-0.25,24990.75
2025-11-25,12:59,1,SHORT,24989.25,24978.5,10.75,101.5,TRAIL,12.5,7.75,1,True,24993.5,24516.75,24993.5,4.25,-0.0,24989.25
2025-11-25,13:18,1,SHORT,24991.75,24989.25,2.5,19.0,TRAIL,4.0,11.5,1,True,24993.5,24516.75,24993.5,1.25,0.5,24992.25
2025-11-25,14:17,1,SHORT,24990.5,24986.75,3.75,31.5,TRAIL,19.25,4.5,1,True,24993.5,24516.75,24993.5,3.25,-0.25,24990.25
2025-11-25,14:23,1,SHORT,24978.75,24973.75,5.0,44.0,TRAIL,6.75,8.25,1,True,24993.5,24516.75,24993.5,14.75,-0.0,24978.75
2025-11-25,14:26,1,SHORT,24980.5,24973.0,7.5,69.0,TRAIL,9.25,0.0,1,True,24993.5,24516.75,24993.5,13.75,-0.75,24979.75
2025-11-25,14:31,1,SHORT,24984.5,24974.75,9.75,91.5,TRAIL,14.0,3.25,1,True,24993.5,24516.75,24993.5,8.5,0.5,24985.0
2025-11-25,14:53,1,SHORT,24992.25,25004.75,-12.5,-131.0,SL,2.0,17.25,2,False,24993.5,24516.75,24993.5,2.0,-0.75,24991.5
2025-12-02,09:30,1,SHORT,25492.75,25475.0,17.75,171.5,TRAIL,21.5,8.0,1,True,25495.75,25209.25,25495.75,3.5,-0.5,25492.25
2025-12-02,11:38,1,SHORT,25484.75,25497.25,-12.5,-131.0,SL,6.25,14.25,0,False,25495.75,25209.25,25495.75,12.25,-1.25,25483.5
2025-12-02,11:45,1,SHORT,25488.5,25501.0,-12.5,-131.0,SL,3.0,13.75,0,False,25495.75,25209.25,25495.75,7.5,-0.25,25488.25
2025-12-02,11:49,1,SHORT,25490.0,25479.5,10.5,99.0,TRAIL,12.25,18.5,1,True,25495.75,25209.25,25495.75,5.25,0.5,25490.5
2025-12-03,14:52,2,SHORT,25664.5,25660.75,3.75,31.5,TRAIL,5.5,11.5,14,True,25670.0,25414.5,25670.0,5.25,0.25,25664.75
2025-12-03,15:08,2,SHORT,25669.0,25681.5,-12.5,-131.0,SL,2.75,12.75,2,False,25670.0,25414.5,25670.0,0.75,0.25,25669.25
2025-12-03,15:35,2,SHORT,25669.0,25681.5,-12.5,-131.0,SL,2.0,13.5,10,False,25670.0,25414.5,25670.0,0.75,0.25,25669.25
2025-12-03,15:51,2,SHORT,25662.0,25674.5,-12.5,-131.0,SL,2.75,13.0,2,False,25670.0,25414.5,25670.0,7.0,1.0,25663.0
2025-12-05,09:41,4,SHORT,25707.25,25719.75,-12.5,-131.0,SL,33.75,14.0,0,False,25713.0,25488.75,25713.0,5.25,0.5,25707.75
2025-12-05,09:43,4,SHORT,25710.25,25695.75,14.5,139.0,TRAIL,23.0,9.0,1,True,25713.0,25488.75,25713.0,3.0,-0.25,25710.0
2025-12-05,11:15,4,SHORT,25706.5,25692.75,13.75,131.5,TRAIL,15.75,2.75,1,True,25713.0,25488.75,25713.0,6.0,0.5,25707.0
2025-12-05,11:18,4,SHORT,25707.25,25690.5,16.75,161.5,TRAIL,24.0,2.75,1,True,25713.0,25488.75,25713.0,5.75,-0.0,25707.25
2025-12-05,11:22,4,SHORT,25712.5,25725.0,-12.5,-131.0,SL,4.0,18.25,0,False,25713.0,25488.75,25713.0,1.25,-0.75,25711.75
2025-12-05,11:24,4,SHORT,25711.0,25705.75,5.25,46.5,TRAIL,7.0,25.75,1,True,25713.0,25488.75,25713.0,2.5,-0.5,25710.5
2025-12-05,11:29,4,SHORT,25699.0,25695.25,3.75,31.5,TRAIL,15.25,9.25,1,True,25713.0,25488.75,25713.0,13.75,0.25,25699.25
2025-12-05,11:46,4,SHORT,25707.5,25696.5,11.0,104.0,TRAIL,28.5,2.25,1,True,25713.0,25488.75,25713.0,4.75,0.75,25708.25
2025-12-05,12:11,4,SHORT,25708.75,25694.0,14.75,141.5,TRAIL,16.5,3.75,1,True,25713.0,25488.75,25713.0,4.0,0.25,25709.0
2025-12-05,12:18,4,SHORT,25701.25,25695.0,6.25,56.5,TRAIL,9.75,3.75,1,True,25713.0,25488.75,25713.0,12.75,-1.0,25700.25
2025-12-05,12:25,4,SHORT,25706.0,25702.5,3.5,29.0,TRAIL,10.25,5.25,1,True,25713.0,25488.75,25713.0,7.25,-0.25,25705.75
2025-12-05,12:48,4,SHORT,25709.25,25700.75,8.5,79.0,TRAIL,11.75,2.5,1,True,25713.0,25488.75,25713.0,4.0,-0.25,25709.0
2025-12-08,09:31,0,SHORT,25824.5,25837.0,-12.5,-131.0,SL,4.0,27.25,0,False,25833.0,25700.25,25833.0,9.25,-0.75,25823.75
2025-12-08,09:35,0,SHORT,25831.0,25815.0,16.0,154.0,TRAIL,20.5,3.75,1,True,25833.0,25700.25,25833.0,1.75,0.25,25831.25
2025-12-08,10:24,0,LONG,25704.25,25711.25,7.0,64.0,TRAIL,8.75,25.5,1,True,25833.0,25700.25,25700.25,4.25,-0.25,25704.5
2025-12-08,10:30,0,LONG,25700.25,25687.75,-12.5,-131.0,SL,0.0,16.75,0,False,25833.0,25700.25,25700.25,0.25,-0.25,25700.5
2025-12-08,10:32,0,LONG,25704.75,25712.25,7.5,69.0,TRAIL,17.5,3.5,1,True,25833.0,25700.25,25700.25,4.0,0.5,25704.25
2025-12-08,10:40,0,LONG,25705.0,25692.5,-12.5,-131.0,SL,3.5,12.5,2,False,25833.0,25700.25,25700.25,4.25,0.5,25704.5
2025-12-09,09:33,1,LONG,25569.75,25590.25,20.5,199.0,TRAIL,31.25,9.75,1,True,25860.75,25564.75,25564.75,6.0,-1.0,25570.75
2025-12-10,10:58,2,LONG,25574.75,25562.25,-12.5,-131.0,SL,3.75,19.5,0,False,25735.75,25560.0,25560.0,15.0,-0.25,25575.0
2025-12-10,11:00,2,LONG,25567.0,25554.5,-12.5,-131.0,SL,1.75,24.25,0,False,25735.75,25560.0,25560.0,6.75,0.25,25566.75
2025-12-10,11:08,2,LONG,25572.75,25583.25,10.5,99.0,TRAIL,12.25,6.0,2,True,25735.75,25560.0,25560.0,12.5,0.25,25572.5
2025-12-10,14:11,2,SHORT,25730.25,25697.75,32.5,319.0,TRAIL,39.0,6.5,1,True,25735.75,25560.0,25735.75,5.5,-0.0,25730.25
2025-12-10,14:17,2,SHORT,25734.25,25717.5,16.75,161.5,TRAIL,42.25,2.0,1,True,25735.75,25560.0,25735.75,1.5,-0.0,25734.25
2025-12-10,14:39,2,SHORT,25724.0,25736.5,-12.5,-131.0,SL,2.0,27.5,0,False,25735.75,25560.0,25735.75,13.0,-1.25,25722.75
2025-12-10,14:52,2,SHORT,25734.25,25746.75,-12.5,-131.0,SL,0.0,31.25,0,False,25735.75,25560.0,25735.75,1.75,-0.25,25734.0
2025-12-11,09:48,3,LONG,25530.25,25517.75,-12.5,-131.0,SL,0.25,19.25,0,False,25870.75,25528.75,25528.75,2.0,-0.5,25530.75
2025-12-11,10:09,3,LONG,25531.5,25538.0,6.5,59.0,TRAIL,11.25,12.5,1,True,25870.75,25528.75,25528.75,2.5,0.25,25531.25
2025-12-11,10:12,3,LONG,25544.25,25563.75,19.5,189.0,TRAIL,23.0,6.5,1,True,25870.75,25528.75,25528.75,14.75,0.75,25543.5
2025-12-11,10:44,3,LONG,25533.5,25542.25,8.75,81.5,TRAIL,28.25,10.5,1,True,25870.75,25528.75,25528.75,5.0,-0.25,25533.75
2025-12-11,10:58,3,LONG,25532.0,25519.5,-12.5,-131.0,SL,23.0,27.0,2,False,25870.75,25528.75,25528.75,3.25,0.0,25532.0
2025-12-11,11:02,3,LONG,25537.75,25550.0,12.25,116.5,TRAIL,24.5,10.25,2,True,25870.75,25528.75,25528.75,8.75,0.25,25537.5
2025-12-11,11:41,3,LONG,25541.75,25565.25,23.5,229.0,TRAIL,35.25,0.0,1,True,25870.75,25528.75,25528.75,12.75,0.25,25541.5
2025-12-11,11:51,3,LONG,25534.0,25536.75,2.75,21.5,TRAIL,4.5,11.25,1,True,25870.75,25528.75,25528.75,6.0,-0.75,25534.75
2025-12-11,12:05,3,LONG,25529.5,25535.25,5.75,51.5,TRAIL,7.5,10.5,1,True,25870.75,25528.75,25528.75,0.75,0.0,25529.5
2025-12-11,12:08,3,LONG,25530.5,25536.0,5.5,49.0,TRAIL,7.25,6.25,1,True,25870.75,25528.75,25528.75,1.5,0.25,25530.25
2025-12-11,12:11,3,LONG,25540.75,25546.25,5.5,49.0,TRAIL,15.0,2.0,1,True,25870.75,25528.75,25528.75,11.75,0.25,25540.5
2025-12-12,10:49,4,LONG,25395.25,25382.75,-12.5,-131.0,SL,3.0,18.0,0,False,25722.75,25390.25,25390.25,3.5,1.5,25393.75
2026-01-05,09:32,0,SHORT,25630.5,25588.75,41.75,411.5,TRAIL,43.5,8.0,1,True,25637.0,25406.5,25637.0,7.0,-0.5,25630.0
2026-01-05,10:05,0,SHORT,25634.75,25629.75,5.0,44.0,TRAIL,17.5,11.0,1,True,25637.0,25406.5,25637.0,2.5,-0.25,25634.5
2026-01-05,10:11,0,SHORT,25632.0,25628.25,3.75,31.5,TRAIL,7.5,12.25,1,True,25637.0,25406.5,25637.0,3.5,1.5,25633.5
2026-01-05,10:14,0,SHORT,25635.25,25631.25,4.0,34.0,TRAIL,9.5,20.5,1,True,25637.0,25406.5,25637.0,2.0,-0.25,25635.0
2026-01-05,12:23,0,SHORT,25635.0,25632.5,2.5,19.0,TRAIL,7.75,4.5,1,True,25637.0,25406.5,25637.0,2.25,-0.25,25634.75
2026-01-05,12:30,0,SHORT,25629.5,25622.25,7.25,66.5,TRAIL,21.5,1.25,1,True,25637.0,25406.5,25637.0,7.75,-0.25,25629.25
2026-01-05,12:38,0,SHORT,25631.25,25628.75,2.5,19.0,TRAIL,7.0,1.0,1,True,25637.0,25406.5,25637.0,5.5,0.25,25631.5
2026-01-05,12:41,0,SHORT,25625.0,25613.0,12.0,114.0,TRAIL,13.75,4.75,3,True,25637.0,25406.5,25637.0,12.25,-0.25,25624.75
2026-01-05,12:49,0,SHORT,25633.75,25625.0,8.75,81.5,TRAIL,15.25,0.5,1,True,25637.0,25406.5,25637.0,3.0,0.25,25634.0
2026-01-05,13:04,0,SHORT,25625.5,25620.0,5.5,49.0,TRAIL,19.75,2.0,2,True,25637.0,25406.5,25637.0,12.0,-0.5,25625.0
2026-01-06,10:54,1,SHORT,25695.75,25692.5,3.25,26.5,TRAIL,19.0,7.0,1,True,25708.0,25538.5,25708.0,11.75,0.5,25696.25
2026-01-06,11:25,1,SHORT,25696.5,25679.25,17.25,166.5,TRAIL,24.25,3.5,1,True,25708.0,25538.5,25708.0,11.25,0.25,25696.75
2026-01-06,12:07,1,SHORT,25707.0,25704.5,2.5,19.0,TRAIL,5.75,8.5,2,True,25708.0,25538.5,25708.0,1.5,-0.5,25706.5
2026-01-06,12:11,1,SHORT,25706.5,25719.0,-12.5,-131.0,SL,1.0,13.25,6,False,25708.0,25538.5,25708.0,2.0,-0.5,25706.0
2026-01-07,09:40,2,SHORT,25835.0,25824.75,10.25,96.5,TRAIL,12.0,29.25,1,True,25837.75,25608.0,25837.75,2.5,0.25,25835.25
2026-01-07,10:01,2,SHORT,25830.75,25815.75,15.0,144.0,TRAIL,18.5,7.25,1,True,25837.75,25608.0,25837.75,6.5,0.5,25831.25
2026-01-07,10:16,2,SHORT,25836.5,25834.0,2.5,19.0,TRAIL,14.0,8.5,1,True,25837.75,25608.0,25837.75,1.75,-0.5,25836.0
2026-01-07,10:19,2,SHORT,25836.0,25829.5,6.5,59.0,TRAIL,8.25,19.5,2,True,25837.75,25608.0,25837.75,1.75,-0.0,25836.0
2026-01-07,15:36,2,SHORT,25830.0,25826.5,3.5,29.0,TRAIL,11.75,7.0,1,True,25837.75,25608.0,25837.75,8.25,-0.5,25829.5
2026-01-07,15:41,2,SHORT,25831.5,25825.25,6.25,56.5,TRAIL,8.0,5.25,1,True,25837.75,25608.0,25837.75,6.75,-0.5,25831.0
2026-01-07,15:44,2,SHORT,25835.0,25829.0,6.0,54.0,TRAIL,8.25,3.5,2,True,25837.75,25608.0,25837.75,3.0,-0.25,25834.75
2026-01-07,15:49,2,SHORT,25835.0,25831.25,3.75,31.5,TRAIL,5.5,12.0,1,True,25837.75,25608.0,25837.75,3.25,-0.5,25834.5
2026-01-07,15:52,2,SHORT,25835.0,25823.25,11.75,111.5,TRAIL,16.75,10.75,4,True,25837.75,25608.0,25837.75,2.0,0.75,25835.75
2026-01-08,09:30,3,LONG,25785.5,25773.0,-12.5,-131.0,SL,17.5,40.0,0,False,25996.25,25771.0,25771.0,14.5,0.0,25785.5
2026-01-09,10:25,4,SHORT,25800.0,25812.5,-12.5,-131.0,SL,2.0,12.75,0,False,25803.0,25569.0,25803.0,3.25,-0.25,25799.75
2026-01-09,10:44,4,SHORT,25798.5,25781.75,16.75,161.5,TRAIL,37.25,0.5,1,True,25803.0,25569.0,25803.0,4.25,0.25,25798.75
2026-01-09,10:48,4,SHORT,25799.5,25767.25,32.25,316.5,TRAIL,34.0,0.0,1,True,25803.0,25569.0,25803.0,4.0,-0.5,25799.0
2026-01-09,10:52,4,SHORT,25798.25,25782.75,15.5,149.0,TRAIL,22.0,10.0,1,True,25803.0,25569.0,25803.0,4.25,0.5,25798.75
2026-01-09,10:57,4,SHORT,25796.25,25787.25,9.0,84.0,TRAIL,10.75,6.25,1,True,25803.0,25569.0,25803.0,6.25,0.5,25796.75
2026-01-12,11:17,0,SHORT,25950.5,25942.75,7.75,71.5,TRAIL,17.0,9.5,5,True,25960.0,25632.75,25960.0,9.25,0.25,25950.75
2026-01-12,11:53,0,SHORT,25954.0,25966.5,-12.5,-131.0,SL,1.25,13.25,3,False,25960.0,25632.75,25960.0,6.0,-0.0,25954.0
2026-01-12,12:01,0,SHORT,25955.0,25967.5,-12.5,-131.0,SL,1.5,13.75,0,False,25960.0,25632.75,25960.0,4.75,0.25,25955.25
2026-01-12,12:08,0,SHORT,25958.75,25954.5,4.25,36.5,TRAIL,6.0,0.0,1,True,25960.0,25632.75,25960.0,1.75,-0.5,25958.25
2026-01-12,12:18,0,SHORT,25958.0,25955.0,3.0,24.0,TRAIL,4.75,1.75,1,True,25960.0,25632.75,25960.0,1.25,0.75,25958.75
2026-01-12,12:25,0,SHORT,25956.0,25951.0,5.0,44.0,TRAIL,6.75,0.75,1,True,25960.0,25632.75,25960.0,3.75,0.25,25956.25
2026-01-12,12:28,0,SHORT,25952.75,25950.25,2.5,19.0,TRAIL,4.0,10.5,7,True,25960.0,25632.75,25960.0,7.25,-0.0,25952.75
2026-01-12,12:42,0,SHORT,25956.25,25953.5,2.75,21.5,TRAIL,4.5,5.5,1,True,25960.0,25632.75,25960.0,3.5,0.25,25956.5
2026-01-12,12:45,0,SHORT,25959.0,25971.5,-12.5,-131.0,SL,2.5,13.75,3,False,25960.0,25632.75,25960.0,0.75,0.25,25959.25
2026-01-12,15:59,0,SHORT,25959.0,25952.25,6.75,61.5,TRAIL,10.5,7.5,1,True,25960.0,25632.75,25960.0,1.0,-0.0,25959.0
2026-01-13,11:55,1,SHORT,26015.5,26009.5,6.0,54.0,TRAIL,10.0,10.25,5,True,26020.5,25734.0,26020.5,5.0,-0.0,26015.5
2026-01-13,12:04,1,SHORT,26016.75,26012.25,4.5,39.0,TRAIL,6.25,1.25,1,True,26020.5,25734.0,26020.5,3.75,-0.0,26016.75
2026-01-13,12:07,1,SHORT,26014.75,26012.25,2.5,19.0,TRAIL,4.5,3.5,1,True,26020.5,25734.0,26020.5,6.0,-0.25,26014.5
2026-01-15,14:38,3,SHORT,25783.0,25780.0,3.0,24.0,TRAIL,4.75,10.0,1,True,25790.25,25420.75,25790.25,6.25,1.0,25784.0
2026-01-15,14:43,3,SHORT,25786.0,25783.0,3.0,24.0,TRAIL,4.75,8.5,1,True,25790.25,25420.75,25790.25,3.25,1.0,25787.0
2026-01-15,14:47,3,SHORT,25789.0,25785.25,3.75,31.5,TRAIL,13.5,2.5,1,True,25790.25,25420.75,25790.25,1.0,0.25,25789.25
2026-01-15,14:50,3,SHORT,25786.5,25782.25,4.25,36.5,TRAIL,6.0,12.5,1,True,25790.25,25420.75,25790.25,3.5,0.25,25786.75
2026-01-15,14:53,3,SHORT,25784.5,25781.0,3.5,29.0,TRAIL,13.5,5.75,1,True,25790.25,25420.75,25790.25,5.0,0.75,25785.25
2026-01-16,10:21,4,LONG,25686.25,25697.5,11.25,106.5,TRAIL,15.0,9.75,1,True,25952.75,25676.5,25676.5,9.5,0.25,25686.0
2026-01-16,10:26,4,LONG,25682.75,25697.25,14.5,139.0,TRAIL,19.5,9.25,1,True,25952.75,25676.5,25676.5,5.75,0.5,25682.25
2026-01-16,10:29,4,LONG,25683.5,25671.0,-12.5,-131.0,SL,5.0,19.75,0,False,25952.75,25676.5,25676.5,6.5,0.5,25683.0
2026-01-16,11:00,4,LONG,25680.25,25690.5,10.25,96.5,TRAIL,12.0,4.5,1,True,25952.75,25676.5,25676.5,4.0,-0.25,25680.5
2026-01-16,11:07,4,LONG,25679.0,25687.25,8.25,76.5,TRAIL,15.25,8.0,2,True,25952.75,25676.5,25676.5,2.5,0.0,25679.0
2026-01-16,11:14,4,LONG,25679.75,25689.0,9.25,86.5,TRAIL,13.0,0.0,1,True,25952.75,25676.5,25676.5,4.0,-0.75,25680.5
2026-01-16,11:17,4,LONG,25687.0,25697.25,10.25,96.5,TRAIL,13.5,1.0,1,True,25952.75,25676.5,25676.5,11.0,-0.5,25687.5
2026-01-16,12:32,4,LONG,25687.75,25700.25,12.5,119.0,TRAIL,18.0,4.25,2,True,25952.75,25676.5,25676.5,11.5,-0.25,25688.0
2026-01-16,12:47,4,LONG,25685.0,25690.25,5.25,46.5,TRAIL,15.0,1.25,1,True,25952.75,25676.5,25676.5,8.75,-0.25,25685.25
2026-01-16,12:50,4,LONG,25681.25,25683.75,2.5,19.0,TRAIL,4.0,11.0,2,True,25952.75,25676.5,25676.5,5.25,-0.5,25681.75
2026-01-16,12:54,4,LONG,25683.75,25687.0,3.25,26.5,TRAIL,5.0,11.25,3,True,25952.75,25676.5,25676.5,7.75,-0.5,25684.25
2026-01-16,13:05,4,LONG,25678.25,25684.25,6.0,54.0,TRAIL,14.25,3.0,1,True,25952.75,25676.5,25676.5,1.25,0.5,25677.75
2026-01-19,09:34,0,LONG,25260.5,25265.5,5.0,44.0,TRAIL,6.75,13.5,1,True,25472.0,25257.75,25257.75,2.0,0.75,25259.75
2026-01-19,09:37,0,LONG,25258.25,25262.0,3.75,31.5,TRAIL,5.5,7.25,1,True,25472.0,25257.75,25257.75,0.25,0.25,25258.0
2026-01-19,09:50,0,LONG,25261.75,25271.0,9.25,86.5,TRAIL,16.25,2.75,1,True,25472.0,25257.75,25257.75,4.25,-0.25,25262.0
2026-01-20,09:30,1,LONG,25243.25,25303.25,60.0,594.0,TP,73.25,1.25,0,False,25417.25,25236.5,25236.5,7.5,-0.75,25244.0
2026-01-20,11:13,1,SHORT,25408.0,25398.5,9.5,89.0,TRAIL,14.0,10.5,1,True,25417.25,25236.5,25417.25,8.75,0.5,25408.5
2026-01-20,11:36,1,SHORT,25411.5,25400.5,11.0,104.0,TRAIL,12.75,2.0,1,True,25417.25,25236.5,25417.25,6.0,-0.25,25411.25
2026-01-20,11:39,1,SHORT,25411.25,25423.75,-12.5,-131.0,SL,2.25,14.75,0,False,25417.25,25236.5,25417.25,6.25,-0.25,25411.0
2026-01-20,11:41,1,SHORT,25411.5,25379.5,32.0,314.0,TRAIL,46.25,3.25,1,True,25417.25,25236.5,25417.25,5.75,-0.0,25411.5
