Data,Portao,Motivo,nHi,nLo,MaxChegou,MinChegou,Fonte,Pedido
10/06/2026,P1,"Preco ficou entre 28493.00 e 29250.00 (nHi=29848.25, faltou 598.25pt | nLo=28227.75, faltou 265.25pt)",29848.25,28227.75,29250.0,28493.0,RTH anterior,SIM
