20260302 030100;24821.25;24828;24818;24826.5;82
20260302 030200;24825.75;24825.75;24808.5;24808.75;119
20260302 030300;24807.25;24817.5;24806.75;24812.5;111
20260302 030400;24814.5;24814.5;24803.75;24808.5;127
20260302 030500;24807.75;24810;24807;24808;32
20260302 030600;24808;24810;24807;24808.5;36
20260302 030700;24809.5;24812;24802.75;24806.25;79
20260302 030800;24806;24818;24805.75;24817.5;91
20260302 030900;24819;24820.25;24815;24819.25;79
20260302 031000;24818.75;24820.5;24812.75;24812.75;45
20260302 031100;24813.25;24815.75;24813.25;24814.5;30
20260302 031200;24814;24821.75;24813.75;24821.75;44
20260302 031300;24821;24823.25;24818;24818.5;47
20260302 031400;24819.25;24819.25;24814.75;24817;36
20260302 031500;24817.75;24819.25;24817.75;24819;11
20260302 031600;24817.25;24818.5;24811.5;24814;33
20260302 031700;24814.25;24814.25;24808;24811.5;101
20260302 031800;24813.25;24816;24811.75;24813.75;38
20260302 031900;24813.25;24815.25;24807;24814.25;64
20260302 032000;24815;24830.5;24813.5;24830;131
20260302 032100;24830.25;24835.5;24813.25;24820.75;222
20260302 032200;24821.5;24825.5;24814.75;24814.75;101
20260302 032300;24813.75;24818;24805.75;24809.25;97
20260302 032400;24812.5;24822;24812;24821;60
20260302 032500;24819.75;24826;24817.25;24824.5;74
20260302 032600;24822.75;24828.25;24816.25;24816.25;77
20260302 032700;24817.25;24818.25;24816.25;24817;36
20260302 032800;24816.75;24823.5;24813.75;24820.5;65
20260302 032900;24822;24822;24816.25;24816.5;20
20260302 033000;24817.5;24820;24813;24819.75;42
20260302 033100;24823;24823;24816;24816.5;50
20260302 033200;24816;24817.5;24807.5;24815.25;115
20260302 033300;24815.5;24815.5;24806.5;24806.5;56
20260302 033400;24808.5;24813.75;24806.5;24806.5;57
20260302 033500;24809.75;24809.75;24795.5;24797;154
20260302 033600;24796.25;24800.75;24785.25;24800.75;184
20260302 033700;24803;24807.25;24798;24801.5;79
20260302 033800;24801.25;24807;24800.25;24802;50
20260302 033900;24802.25;24807.5;24802.25;24807.25;39
20260302 034000;24805.75;24809.75;24803.25;24804;58
20260302 034100;24805.25;24805.25;24800.5;24803.75;25
20260302 034200;24805;24809.25;24801.25;24805.75;72
20260302 034300;24806.75;24808.75;24799.75;24800.25;51
20260302 034400;24801;24804;24788.25;24793.75;189
20260302 034500;24792.75;24800.25;24792.75;24795.25;95
20260302 034600;24799;24799;24794.25;24797.25;30
20260302 034700;24796.25;24797.25;24788.25;24797.25;97
