20250612 030200;22018.75;22020.5;22018.5;22020.5;5
20250612 030300;22019.5;22019.5;22019.5;22019.5;1
20250612 030400;22018.25;22019.75;22014.25;22014.25;3
20250612 030800;22018.75;22018.75;22017;22017;2
20250612 030900;22017.5;22017.5;22017;22017;2
20250612 031000;22019.25;22023;22019.25;22022.25;6
20250612 031400;22019.25;22019.25;22019.25;22019.25;1
20250612 031500;22025.5;22025.5;22024;22024;2
20250612 031800;22029.25;22029.25;22027.5;22027.5;2
20250612 032400;22034.5;22034.5;22034.5;22034.5;1
20250612 032500;22034;22040;22034;22040;5
20250612 032700;22038;22038;22038;22038;1
20250612 032800;22040.5;22043.25;22040.5;22042;4
20250612 032900;22045.5;22045.5;22045.5;22045.5;1
20250612 033100;22044.25;22044.25;22044.25;22044.25;1
20250612 033900;22046.75;22046.75;22046.75;22046.75;1
20250612 034000;22048.25;22048.25;22048.25;22048.25;1
20250612 034100;22049.25;22049.25;22048.25;22048.25;2
20250612 034300;22045;22045;22045;22045;1
20250612 034500;22045;22045;22045;22045;2
20250612 034700;22047.25;22048.75;22047.25;22048;4
20250612 034900;22045.75;22045.75;22045.75;22045.75;1
20250612 035000;22042.25;22042.25;22042.25;22042.25;1
20250612 035100;22044.25;22044.25;22044.25;22044.25;1
20250612 035300;22037.75;22037.75;22037.75;22037.75;1
20250612 035700;22037.25;22037.25;22037.25;22037.25;1
20250612 035800;22035;22035;22033.75;22033.75;2
20250612 040000;22036;22036;22033.25;22033.25;2
20250612 040200;22037;22041;22037;22041;3
20250612 040600;22044.5;22044.5;22044.5;22044.5;1
20250612 041300;22043;22043;22041.5;22041.5;2
20250612 041400;22038;22038;22038;22038;1
20250612 041500;22035;22035;22035;22035;1
20250612 042000;22044;22044;22044;22044;1
20250612 042400;22045.25;22045.25;22042.5;22042.5;5
20250612 042600;22041.75;22041.75;22041.5;22041.5;2
20250612 042900;22044.25;22044.25;22044.25;22044.25;1
20250612 043800;22031;22031;22031;22031;1
20250612 043900;22028.25;22028.25;22028.25;22028.25;1
20250612 044000;22032.25;22032.25;22032.25;22032.25;1
20250612 045000;22048;22048.5;22048;22048.5;2
20250612 045100;22047;22047;22047;22047;1
20250612 045200;22046.75;22047;22046.25;22047;4
20250612 045500;22051;22051;22051;22051;3
20250612 045800;22054;22054;22054;22054;1
20250612 050100;22052.5;22052.5;22052.5;22052.5;1
20250612 050300;22050.5;22050.5;22050.5;22050.5;1
20250612 050400;22054.25;22054.25;22054.25;22054.25;1
20250612 050500;22049.5;22049.5;22049.5;22049.5;1
20250612 050600;22048.5;22048.5;22048.5;22048.5;1
20250612 051200;22050.75;22050.75;22050.75;22050.75;1
20250612 051600;22057;22059;22056.75;22058.25;5
20250612 051700;22055.25;22055.25;22054.75;22054.75;3
20250612 052500;22061.5;22062.75;22060;22060;4
20250612 052600;22063.75;22063.75;22063.75;22063.75;1
20250612 052800;22063;22063.25;22063;22063.25;2
