20251002 030100;25058.25;25058.5;25057.25;25057.5;27
20251002 030200;25056;25058;25054.75;25057.25;37
20251002 030300;25057.5;25057.5;25056.75;25057;11
20251002 030400;25057;25057;25054.75;25055.25;22
20251002 030500;25055.75;25055.75;25054.5;25055.75;12
20251002 030600;25055.25;25055.5;25054.5;25055.5;12
20251002 030700;25054.75;25055.25;25053.5;25054;12
20251002 030800;25053;25053;25048.5;25048.75;124
20251002 030900;25048.75;25051.5;25047.75;25050.25;82
20251002 031000;25051;25051.25;25050;25050.5;30
20251002 031100;25050.5;25053;25050.5;25052.75;19
20251002 031200;25052.5;25054.25;25051.25;25054;30
20251002 031300;25054.25;25055.75;25054.25;25055;36
20251002 031400;25054.25;25059.5;25054.25;25059.25;80
20251002 031500;25058.75;25061.25;25057.75;25060;106
20251002 031600;25059.75;25060.25;25058.75;25059.25;27
20251002 031700;25059.5;25060.25;25058.75;25059.25;23
20251002 031800;25059.25;25061;25055.25;25061;54
20251002 031900;25061;25061.75;25059.5;25060.25;38
20251002 032000;25059.25;25060.75;25058.75;25059.5;44
20251002 032100;25059.75;25060;25058.25;25059.5;23
20251002 032200;25059.5;25061;25058.5;25061;28
20251002 032300;25060.75;25060.75;25059;25059.25;20
20251002 032400;25059;25064;25059;25063.25;92
20251002 032500;25063.25;25066.75;25063.25;25065.25;126
20251002 032600;25065.5;25065.75;25064;25064.5;37
20251002 032700;25063.75;25067.5;25063.75;25066;60
20251002 032800;25066;25066.75;25055.75;25055.75;159
20251002 032900;25055.75;25055.75;25051;25052.5;90
20251002 033000;25052.5;25053.75;25050.25;25053;60
20251002 033100;25052.25;25052.75;25048;25048.5;78
20251002 033200;25048.25;25048.25;25040;25046.5;312
20251002 033300;25046;25053.25;25046;25052;147
20251002 033400;25051;25051.75;25049;25051.5;44
20251002 033500;25051.25;25052;25051.25;25051.5;20
20251002 033600;25050.75;25050.75;25047.75;25047.75;75
20251002 033700;25047.25;25053.25;25047.25;25051.5;91
20251002 033800;25052.25;25053.75;25051.5;25051.5;27
20251002 033900;25051.25;25052.5;25049;25050.25;53
20251002 034000;25050.25;25052.75;25049.5;25051.5;11
20251002 034100;25052.25;25054.75;25052;25052.75;50
20251002 034200;25053;25054.25;25053;25053;24
20251002 034300;25053;25054.75;25052.75;25053.5;41
20251002 034400;25053.5;25054.25;25052;25052;16
20251002 034500;25051.75;25053.5;25051.75;25052;14
20251002 034600;25052.5;25053.5;25050.25;25052.75;30
20251002 034700;25053;25054.5;25052;25052;17
20251002 034800;25053;25053;25050.25;25052;19
20251002 034900;25051.25;25053;25051.25;25052.25;17
20251002 035000;25053;25054;25053;25053.5;10
20251002 035100;25053.5;25053.5;25053;25053;9
20251002 035200;25053.25;25053.5;25051.75;25052.5;17
20251002 035300;25052.75;25057.25;25052.75;25056.25;39
20251002 035400;25055.75;25056.25;25054.5;25056;29
20251002 035500;25056;25056.5;25054;25056.25;21
20251002 035600;25056;25057.5;25055.5;25055.75;20
20251002 035700;25055.75;25062;25055.75;25060;235
20251002 035800;25060.5;25062.5;25060.25;25060.75;56
20251002 035900;25060.75;25062.75;25060.5;25062.75;25
20251002 040000;25063;25065.75;25063;25064;107
20251002 040100;25064.25;25067.5;25061.5;25066.75;102
20251002 040200;25067.25;25067.5;25060.5;25060.5;78
20251002 040300;25061;25061.75;25059;25060.25;62
20251002 040400;25060.25;25060.75;25059.25;25060;27
20251002 040500;25059.25;25062.75;25059.25;25062.25;36
20251002 040600;25062.75;25063.75;25060.5;25060.5;25
20251002 040700;25060.5;25063;25060.5;25062.5;30
20251002 040800;25062.5;25070.5;25062.5;25069;128
20251002 040900;25069.75;25071;25068.5;25069.25;45
20251002 041000;25070;25074.5;25068;25074.5;131
20251002 041100;25074.5;25074.5;25068;25069;117
20251002 041200;25069;25070.75;25067.75;25068;51
20251002 041300;25068.25;25069.75;25068;25069.5;19
20251002 041400;25069.25;25069.25;25067.25;25068.25;32
20251002 041500;25068;25069.25;25067;25068.5;44
20251002 041600;25067.75;25067.75;25064.5;25066.75;47
20251002 041700;25066.5;25068.5;25066;25066.25;32
20251002 041800;25065.5;25065.5;25060.75;25063.5;76
20251002 041900;25063.75;25064.5;25063.25;25064.5;14
20251002 042000;25063.75;25064;25061.25;25062.25;19
20251002 042100;25062.5;25064.5;25060.25;25060.25;43
20251002 042200;25061;25061;25060;25060.5;17
20251002 042300;25060.25;25060.25;25054.75;25055;105
20251002 042400;25054.75;25055.25;25051;25052.25;121
20251002 042500;25052.25;25054;25051.75;25054;31
20251002 042600;25053.5;25055.25;25052.5;25053;45
20251002 042700;25053.25;25056.75;25053.25;25056.75;22
20251002 042800;25056;25059.25;25055;25058.5;45
20251002 042900;25058.5;25062;25057.5;25061;54
20251002 043000;25061.25;25062.25;25060.75;25061.75;16
20251002 043100;25062.5;25062.5;25059.25;25059.5;27
20251002 043200;25060.25;25060.5;25057.75;25057.75;19
20251002 043300;25058.75;25059.25;25058.75;25059.25;7
20251002 043400;25059.75;25059.75;25058.25;25059.5;14
20251002 043500;25060.5;25061;25059.25;25059.75;19
20251002 043600;25060.25;25060.5;25060;25060.5;4
20251002 043700;25060.25;25061;25060;25060.25;13
20251002 043800;25060;25060.5;25059.75;25060.5;7
20251002 043900;25060.25;25060.25;25058.25;25058.25;10
20251002 044000;25058;25059.25;25058;25058.25;12
20251002 044100;25058.25;25059.75;25058.25;25059.25;5
20251002 044200;25058.75;25059;25057;25057.5;21
20251002 044300;25058;25058.75;25057.75;25058;9
20251002 044400;25058.75;25062.5;25058;25061;72
20251002 044500;25061.5;25064.25;25061.25;25062.5;54
20251002 044600;25063.5;25066.5;25063.5;25066.5;44
20251002 044700;25066.5;25071;25066.5;25067.75;83
20251002 044800;25068.25;25069.25;25064.5;25065.75;48
20251002 044900;25066.25;25066.75;25065.5;25066.75;32
20251002 045000;25067;25067.75;25065.75;25065.75;17
20251002 045100;25065.5;25066.75;25063.75;25064.25;31
20251002 045200;25065;25066;25062.25;25062.25;37
20251002 045300;25062;25063.25;25061;25063.25;54
20251002 045400;25064;25066;25063.75;25065;26
20251002 045500;25065.75;25066;25065;25065.25;8
20251002 045600;25065;25065.5;25063.75;25064;16
20251002 045700;25064.75;25066.75;25064.25;25066;33
20251002 045800;25066.5;25066.5;25065.5;25065.5;11
20251002 045900;25066.25;25066.75;25065.5;25066.25;11
20251002 050000;25066.25;25067.5;25066;25066.75;29
20251002 050100;25067;25071.25;25065.75;25070.75;116
20251002 050200;25071.25;25072;25068.25;25069.25;75
20251002 050300;25069.5;25073.25;25069.5;25071.25;80
20251002 050400;25071.5;25072.75;25070.75;25070.75;22
20251002 050500;25071.25;25071.5;25070;25070.5;25
20251002 050600;25071;25071.25;25068.5;25069.75;51
20251002 050700;25070.25;25070.25;25069;25069;13
20251002 050800;25068.5;25069;25066.75;25068.5;32
20251002 050900;25069;25069.25;25066.5;25066.75;25
20251002 051000;25067.5;25072;25067;25071.75;63
20251002 051100;25072;25072.5;25070;25070.75;30
20251002 051200;25070.75;25074;25070.75;25073.75;25
20251002 051300;25074;25076.25;25072.75;25075.25;77
20251002 051400;25075;25075;25069.5;25072;61
20251002 051500;25072;25072.25;25069.5;25069.75;28
20251002 051600;25070.25;25072.25;25070;25072.25;51
20251002 051700;25072;25072;25069.25;25070;34
20251002 051800;25069.5;25071.25;25069;25069.5;52
20251002 051900;25070;25070;25067.25;25068.75;42
20251002 052000;25069;25071.75;25068.5;25068.5;33
20251002 052100;25068.5;25069.25;25066.75;25067.5;35
20251002 052200;25067;25067;25064;25066.25;49
20251002 052300;25067;25067.5;25066;25066.5;15
20251002 052400;25066.25;25066.25;25064.75;25065.5;21
20251002 052500;25065.75;25066;25064.5;25066;30
20251002 052600;25065.25;25065.25;25062.25;25062.5;43
20251002 052700;25062.25;25063.75;25061.25;25063.75;49
20251002 052800;25063.5;25065;25063.25;25064.75;20
20251002 052900;25065;25067.5;25064.5;25067.5;38
20251002 053000;25067.5;25067.75;25066.25;25066.75;25
20251002 053100;25067.5;25067.75;25064;25065;53
20251002 053200;25065.25;25068.5;25064.75;25068.5;36
20251002 053300;25068.5;25070;25067;25068.25;58
20251002 053400;25067.25;25067.75;25066;25066.75;26
20251002 053500;25066.75;25068.5;25066.5;25068.25;31
20251002 053600;25068.75;25069.75;25067.5;25068.5;27
20251002 053700;25068.5;25071;25068.5;25068.75;36
20251002 053800;25069.25;25071.5;25069;25071.5;20
20251002 053900;25071;25072.25;25070.5;25071;20
20251002 054000;25070.25;25070.25;25068.75;25069.25;18
20251002 054100;25068.25;25068.25;25065.5;25066.5;50
20251002 054200;25066.5;25068.75;25065.75;25068.75;25
20251002 054300;25068.75;25068.75;25066.5;25066.5;10
20251002 054400;25067.75;25068.5;25067;25067;17
20251002 054500;25067.25;25067.25;25066.25;25066.5;11
20251002 054600;25066.5;25068;25066.5;25067.25;22
20251002 054700;25067.5;25067.5;25066.25;25067;12
20251002 054800;25066.75;25067.25;25066.75;25066.75;3
20251002 054900;25066.75;25068.25;25066.5;25066.5;16
20251002 055000;25066.25;25067.25;25065.75;25067;11
20251002 055100;25067.5;25070.5;25067.5;25070.5;32
20251002 055200;25070.5;25071;25069;25070.75;44
20251002 055300;25070.5;25071.5;25070.25;25070.25;36
20251002 055400;25069.5;25073.5;25068.75;25073.5;60
20251002 055500;25073;25074.75;25072.75;25074.25;61
20251002 055600;25075;25075;25073.25;25074;21
20251002 055700;25073;25074.25;25073;25074.25;19
20251002 055800;25074.25;25075;25072.75;25073;43
20251002 055900;25072.5;25072.5;25069;25069;81
20251002 060000;25069;25069.75;25068.25;25069.25;32
20251002 060100;25069.25;25076;25068.25;25075.75;102
20251002 060200;25075.75;25076.25;25065;25066;146
20251002 060300;25065.75;25067.25;25063;25065;51
20251002 060400;25065.5;25067.75;25063.25;25065.75;70
20251002 060500;25066.75;25069;25065.5;25067.5;43
20251002 060600;25067;25067.25;25064;25065.5;43
20251002 060700;25064.75;25066;25063;25063;41
20251002 060800;25063.75;25066.75;25063;25066.5;46
20251002 060900;25066.5;25069.5;25065.25;25065.25;86
20251002 061000;25065.5;25065.5;25059.75;25060;101
20251002 061100;25060.25;25065.75;25058.75;25065.75;95
20251002 061200;25065.5;25065.75;25060;25060;37
20251002 061300;25060.5;25061.5;25059;25060.25;42
20251002 061400;25060.25;25063;25060;25063;48
20251002 061500;25062.75;25065;25061.5;25065;23
20251002 061600;25064.5;25064.75;25060.75;25061.25;29
20251002 061700;25062;25063.75;25061.5;25062.75;26
20251002 061800;25063.25;25063.5;25059.75;25061;40
20251002 061900;25061;25062.25;25059.75;25062;47
20251002 062000;25062.75;25063;25062.25;25062.25;12
20251002 062100;25062.25;25063;25060;25060.5;27
20251002 062200;25059.5;25060;25057.75;25058.75;52
20251002 062300;25059.5;25061.75;25058;25058.25;38
20251002 062400;25059.25;25059.75;25059;25059.75;9
20251002 062500;25059;25060.75;25058.25;25060;34
20251002 062600;25059.25;25059.5;25057.75;25059;44
20251002 062700;25060;25062;25059;25060.25;40
20251002 062800;25059.75;25059.75;25058.25;25059.5;20
20251002 062900;25060.5;25063.5;25060.5;25062.5;52
20251002 063000;25063.75;25065;25062;25062.75;51
20251002 063100;25062.25;25069.25;25062.25;25068.5;109
20251002 063200;25067.5;25069.5;25065;25065.75;29
20251002 063300;25066.25;25067.75;25065.5;25066;21
20251002 063400;25066;25068.5;25062;25062.75;53
20251002 063500;25063;25063.75;25062;25063.75;26
20251002 063600;25062.75;25064;25059.5;25061.25;45
20251002 063700;25060.75;25061;25057;25058.75;40
20251002 063800;25058.75;25060.25;25057.75;25060.25;9
20251002 063900;25060.25;25060.75;25057;25058.25;38
20251002 064000;25058.75;25061.75;25058.75;25061;36
20251002 064100;25060;25060;25056.75;25058;19
20251002 064200;25057.5;25059.75;25056.5;25057.5;21
20251002 064300;25058;25064.5;25058;25064.5;63
20251002 064400;25064.5;25069.5;25064.5;25069.5;63
20251002 064500;25069;25072.5;25067.25;25072.5;95
20251002 064600;25071.75;25073;25068.75;25072;105
20251002 064700;25072.25;25072.75;25068.25;25069.75;55
20251002 064800;25070.25;25072.75;25070.25;25071.5;35
20251002 064900;25072;25072;25060;25064.25;139
20251002 065000;25064.5;25065;25061.5;25065;30
20251002 065100;25064.25;25066;25064;25064;11
20251002 065200;25063.25;25063.25;25059.5;25060.25;33
20251002 065300;25061;25061.75;25058.75;25060.5;25
20251002 065400;25060.25;25061;25058.75;25059;29
20251002 065500;25059.25;25063.75;25059.25;25063;26
20251002 065600;25062.25;25063.75;25062.25;25062.25;23
20251002 065700;25063.25;25063.5;25059.75;25061.25;31
20251002 065800;25060;25063.25;25059.25;25061.75;25
20251002 065900;25061.5;25063.25;25060.25;25063.25;25
20251002 070000;25063;25065.25;25062;25063;68
20251002 070100;25061.25;25062.25;25053.75;25055.5;201
20251002 070200;25055.25;25066.25;25053.75;25064.75;117
20251002 070300;25064;25070;25064;25066.5;115
