20260102 030100;25603.25;25608.75;25601.5;25607.5;137
20260102 030200;25607.25;25607.75;25602.5;25605;64
20260102 030300;25604.25;25605;25600.75;25601.75;68
20260102 030400;25601.75;25603;25600;25600.25;89
20260102 030500;25600.5;25603.75;25600.25;25603.25;49
20260102 030600;25603.5;25603.5;25601.25;25601.25;27
20260102 030700;25601.25;25602.25;25596;25601.75;223
20260102 030800;25601.5;25603;25601.5;25601.5;37
20260102 030900;25601.25;25602;25599.75;25601;51
20260102 031000;25601;25601;25597.75;25599;28
20260102 031100;25597.25;25601.5;25597.25;25599.25;45
20260102 031200;25599.75;25601.5;25598.5;25601.5;17
20260102 031300;25602;25604;25600.75;25601.75;63
20260102 031400;25602.5;25607.25;25601.75;25606.75;69
20260102 031500;25606;25606.5;25604;25604.25;32
20260102 031600;25604.75;25604.75;25603;25603.25;13
20260102 031700;25603.5;25604.5;25602.5;25602.5;17
20260102 031800;25602;25603;25600;25600;27
20260102 031900;25600.5;25604;25600.5;25603;31
20260102 032000;25603;25604.5;25602;25604.5;27
20260102 032100;25605;25606.5;25604.5;25604.5;31
20260102 032200;25604.75;25604.75;25602.75;25604;24
20260102 032300;25603.25;25604;25599;25599.75;80
20260102 032400;25600;25601;25599.25;25600.25;18
20260102 032500;25600.75;25602;25600.5;25601.25;25
20260102 032600;25602;25602;25600;25600;59
20260102 032700;25600;25602;25599.5;25601.5;53
20260102 032800;25601.5;25602;25601;25602;18
20260102 032900;25603;25604;25601.25;25601.5;13
20260102 033000;25602.75;25604;25602.5;25604;13
20260102 033100;25604.5;25607.25;25602.25;25602.25;149
20260102 033200;25603.25;25603.25;25598.75;25599.5;48
20260102 033300;25598.5;25599.75;25596;25598.5;150
20260102 033400;25599;25603.25;25598.75;25600.75;60
20260102 033500;25600.5;25602.25;25599.5;25600.5;34
20260102 033600;25599.5;25600.25;25597;25597;26
20260102 033700;25597.25;25600.25;25597.25;25599.75;43
20260102 033800;25600.5;25604.25;25600;25602.75;55
20260102 033900;25603;25605.75;25602.25;25604;68
20260102 034000;25605;25610;25605;25609;135
20260102 034100;25608.5;25619.25;25608.25;25618.5;408
20260102 034200;25618.25;25618.25;25616.25;25617.25;67
20260102 034300;25618;25620.5;25618;25618.5;108
20260102 034400;25618.5;25622.5;25617.25;25621.25;130
20260102 034500;25620.5;25620.5;25618.25;25619;47
20260102 034600;25619.75;25622;25618.75;25619.75;64
20260102 034700;25619.75;25621.75;25619;25619;28
20260102 034800;25619.25;25619.75;25613;25615;126
20260102 034900;25615.25;25618.25;25615.25;25617.25;80
20260102 035000;25617.5;25621.5;25614.25;25619.75;98
20260102 035100;25620.5;25621;25619;25621;46
20260102 035200;25621;25625;25621;25623;103
20260102 035300;25623.5;25625;25622;25622;41
20260102 035400;25622.75;25625.75;25622.75;25623.5;93
20260102 035500;25623.25;25623.25;25621.5;25621.5;15
20260102 035600;25622;25623;25621.5;25623;23
20260102 035700;25623.25;25624.25;25620.5;25622.25;49
20260102 035800;25622.5;25625;25622.25;25624.75;30
20260102 035900;25624;25625.75;25624;25624.25;41
20260102 040000;25624.75;25625.75;25624.5;25625.25;19
20260102 040100;25625.5;25626.75;25624.25;25624.75;60
20260102 040200;25624.75;25625.5;25624.5;25624.5;12
20260102 040300;25624.5;25626;25623.5;25624;82
20260102 040400;25624.25;25624.25;25619.5;25623;81
20260102 040500;25623;25625.5;25621.5;25623;63
20260102 040600;25624;25624.25;25621.75;25622.75;26
20260102 040700;25622.5;25623.25;25621.75;25621.75;40
20260102 040800;25621.5;25625;25621;25623.75;55
20260102 040900;25624;25626.25;25622.5;25623.75;57
20260102 041000;25624;25629;25624;25626.75;102
20260102 041100;25627.25;25629.25;25627.25;25628.25;59
20260102 041200;25627.5;25631.75;25627.5;25630;169
20260102 041300;25630.25;25630.75;25628;25628;33
20260102 041400;25629;25630.75;25626.5;25630.75;70
20260102 041500;25630.25;25633.25;25628.25;25629.25;78
20260102 041600;25628;25631.5;25626.5;25626.75;63
20260102 041700;25626.5;25629.75;25626.5;25629.25;22
20260102 041800;25629;25630;25627;25628.5;46
20260102 041900;25628.25;25629.5;25627.5;25629.5;24
20260102 042000;25629.75;25630;25628.25;25628.75;32
20260102 042100;25628.5;25628.75;25628;25628.25;8
20260102 042200;25627.75;25628.75;25627.25;25627.75;31
20260102 042300;25628.25;25629;25627.75;25628.75;20
20260102 042400;25629;25630.5;25629;25629.5;34
20260102 042500;25630.25;25632.5;25629;25632;91
20260102 042600;25632;25638.25;25631;25633.75;207
20260102 042700;25633.5;25633.75;25626.5;25627.25;59
20260102 042800;25626.75;25628;25626.25;25626.25;46
20260102 042900;25626.25;25626.25;25621.25;25623;110
20260102 043000;25622.5;25630;25622.25;25629.25;71
