20251202 030100;25423.75;25424.5;25422;25424.5;43
20251202 030200;25424.75;25426.5;25424.25;25426;14
20251202 030300;25425;25425;25419.25;25421.25;91
20251202 030400;25420.5;25425;25420;25424.25;58
20251202 030500;25423.75;25424;25420.75;25422;45
20251202 030600;25421.25;25422.5;25419.25;25421.75;29
20251202 030700;25421.25;25424.25;25419.5;25423;46
20251202 030800;25421.5;25422;25418.5;25419.25;67
20251202 030900;25420.75;25420.75;25418;25418.25;39
20251202 031000;25418.25;25419;25416.25;25418.5;36
20251202 031100;25418.25;25419.25;25415.75;25416.5;69
20251202 031200;25417;25417.75;25414.25;25414.25;17
20251202 031300;25414.75;25415.5;25413.25;25414.75;31
20251202 031400;25414;25414;25409.75;25409.75;71
20251202 031500;25409.75;25410.5;25407.5;25409;58
20251202 031600;25408.5;25408.5;25401.75;25402;86
20251202 031700;25402;25402;25395.75;25396;166
20251202 031800;25395.5;25397;25391.5;25394.25;200
20251202 031900;25394.75;25398.75;25391;25397;160
20251202 032000;25398;25402.25;25398;25398.25;93
20251202 032100;25398.75;25401.5;25396.5;25401;39
20251202 032200;25399.75;25399.75;25393.5;25394;80
20251202 032300;25394;25394;25390;25390.5;153
20251202 032400;25390;25392;25388.25;25389.25;61
20251202 032500;25390;25390.25;25381.5;25384.5;194
20251202 032600;25384.75;25384.75;25370.75;25374.75;371
20251202 032700;25374;25375.75;25371.75;25371.75;78
20251202 032800;25371.25;25371.25;25367.25;25368.5;122
20251202 032900;25367.75;25372.5;25366.25;25372.25;103
20251202 033000;25372.5;25375.25;25370.5;25373.75;71
20251202 033100;25370.5;25370.5;25360.25;25362;216
20251202 033200;25362.5;25362.5;25348.25;25354;428
20251202 033300;25353.25;25359.75;25353;25355.5;142
20251202 033400;25356;25360.75;25352;25360.75;138
20251202 033500;25360.75;25363.5;25355.25;25361.75;105
20251202 033600;25361.5;25365.25;25356;25357.75;96
20251202 033700;25358.25;25358.75;25354;25354;69
20251202 033800;25352.25;25356.75;25350;25356.75;122
20251202 033900;25356;25368;25356;25360.75;173
20251202 034000;25361;25362.75;25358;25358.75;48
20251202 034100;25360;25362.25;25358.5;25362;68
20251202 034200;25362.5;25368.5;25361.75;25367.5;142
20251202 034300;25367.75;25375;25367.75;25373.5;162
20251202 034400;25373.5;25380.25;25373.5;25379;132
20251202 034500;25379.25;25382.25;25377.5;25381.5;102
20251202 034600;25380.75;25380.75;25371;25372;121
20251202 034700;25373.25;25377.75;25371.5;25375.25;110
20251202 034800;25376;25382;25375.25;25381;68
20251202 034900;25380.75;25383.75;25379.5;25381.5;98
20251202 035000;25380.25;25382;25377.75;25380;48
20251202 035100;25380.25;25382.5;25378.5;25379;38
20251202 035200;25378.25;25382.75;25376;25381;94
20251202 035300;25381.25;25386;25380.25;25386;85
20251202 035400;25386.25;25390;25383.5;25390;134
20251202 035500;25390;25393.5;25388;25393;102
20251202 035600;25393.25;25399.75;25392;25399;138
20251202 035700;25399.75;25406.25;25399.5;25406.25;145
20251202 035800;25406.5;25407.75;25396.75;25398.5;115
20251202 035900;25398;25398.75;25389.5;25389.5;186
20251202 040000;25390;25392.75;25388.25;25391;83
20251202 040100;25390.5;25392;25385.5;25388.75;111
20251202 040200;25387.75;25393.75;25387.75;25393.75;54
20251202 040300;25393.75;25398;25391.25;25397.25;63
20251202 040400;25398;25398.25;25393.25;25393.5;30
20251202 040500;25394.5;25396;25390;25391.5;61
20251202 040600;25393.25;25393.5;25389.75;25393;44
20251202 040700;25393.75;25396.25;25392.75;25395;25
20251202 040800;25394.75;25395.75;25393.5;25394.75;13
20251202 040900;25394.5;25397.5;25394.5;25397.25;40
20251202 041000;25397.5;25399;25396.25;25399;24
20251202 041100;25399.25;25400;25396;25396;44
20251202 041200;25395;25396.25;25394.25;25395.25;17
20251202 041300;25394.75;25394.75;25390.75;25390.75;37
20251202 041400;25391.25;25394.75;25390.75;25394.75;26
20251202 041500;25393.75;25395.75;25393.5;25395;35
20251202 041600;25394.75;25395.5;25388;25388.25;51
20251202 041700;25388;25390.5;25386.5;25387.5;55
20251202 041800;25388.25;25392.75;25388.25;25392;27
20251202 041900;25392.25;25394.75;25391;25394.5;30
20251202 042000;25395;25395.25;25389.75;25391.25;27
20251202 042100;25392.5;25392.75;25389.25;25390.5;20
20251202 042200;25390;25390.75;25385;25386.75;45
20251202 042300;25387.5;25390;25386.5;25388.25;31
20251202 042400;25388.5;25390;25388.5;25388.5;16
20251202 042500;25388.75;25391.25;25387.25;25387.25;24
20251202 042600;25387;25391;25387;25389.5;29
20251202 042700;25388.75;25390.75;25388.75;25390;19
20251202 042800;25390.75;25392.75;25390.75;25390.75;52
20251202 042900;25389.75;25391.25;25388;25389;24
20251202 043000;25389;25390.5;25388;25388.75;24
20251202 043100;25388;25392.25;25387.5;25389.5;30
20251202 043200;25390.25;25390.25;25388;25388.75;12
20251202 043300;25388.75;25389.5;25385;25388.5;70
20251202 043400;25389.25;25390.5;25387.75;25387.75;62
20251202 043500;25389.5;25391.25;25388.75;25391;23
20251202 043600;25391.75;25397;25391;25393.25;80
20251202 043700;25393;25394.5;25390.75;25394.25;34
20251202 043800;25392.25;25395;25391.25;25393.75;20
20251202 043900;25394;25394;25390;25390.75;24
20251202 044000;25392.5;25395.5;25392.5;25394;17
20251202 044100;25392.5;25394;25391.25;25392.25;38
20251202 044200;25391.25;25391.25;25388.25;25389.75;34
20251202 044300;25390.75;25390.75;25390.75;25390.75;1
20251202 044400;25390.75;25392;25385.25;25388.5;60
20251202 044500;25388.75;25390.5;25388.5;25389;29
20251202 044600;25388.5;25390.75;25388.5;25390;24
20251202 044700;25390.25;25391.75;25387;25388.5;39
20251202 044800;25387.75;25388;25382.75;25384.25;114
20251202 044900;25383.5;25384.5;25381;25382.75;64
20251202 045000;25382.75;25384.75;25382.25;25384.75;12
20251202 045100;25384;25384;25381.5;25382.25;24
20251202 045200;25381.25;25384;25378.75;25381.25;54
20251202 045300;25380.75;25381.25;25377.5;25380.5;47
20251202 045400;25380;25383;25379.5;25379.5;23
20251202 045500;25379.25;25381.25;25378.5;25380;24
20251202 045600;25380;25381;25379.5;25379.5;16
20251202 045700;25377.5;25379;25375;25376.75;49
20251202 045800;25378.5;25378.5;25375;25377.5;16
20251202 045900;25376.75;25376.75;25366.5;25369;193
20251202 050000;25369.25;25372.5;25367.5;25372;55
20251202 050100;25372.75;25376;25370.5;25376;54
20251202 050200;25376.5;25379.5;25375.5;25379.5;32
20251202 050300;25378.5;25382.75;25377.75;25380;58
20251202 050400;25379;25382.25;25376.75;25378.75;43
20251202 050500;25378.5;25384.25;25378.5;25380;76
20251202 050600;25378.75;25378.75;25370.75;25371.5;93
20251202 050700;25371.25;25372;25368;25371;76
20251202 050800;25370.75;25373.5;25370.75;25373;32
20251202 050900;25374.25;25377;25374;25375.75;46
20251202 051000;25375.75;25378.25;25375.75;25376.25;41
20251202 051100;25377.75;25378;25374.5;25376;55
20251202 051200;25377.5;25378.25;25376.75;25377;13
20251202 051300;25377.5;25377.5;25372;25372.25;16
20251202 051400;25372.25;25373;25369.75;25372;34
20251202 051500;25371.5;25371.5;25368.25;25369.5;31
20251202 051600;25368.5;25371.25;25367;25369.75;43
20251202 051700;25370.5;25371;25368.25;25368.25;21
20251202 051800;25369;25369;25359.5;25361.5;150
20251202 051900;25362.5;25365.75;25360.5;25364.25;87
20251202 052000;25363.75;25369;25363.5;25368.5;50
20251202 052100;25369;25373;25368.75;25371;70
20251202 052200;25371.5;25374.25;25371.25;25372.5;54
20251202 052300;25372.25;25380;25371;25380;79
20251202 052400;25379.25;25379.25;25373.75;25373.75;39
20251202 052500;25373.25;25375.25;25372;25372;21
20251202 052600;25372.75;25373;25371;25372.25;16
20251202 052700;25372.25;25373.5;25368;25370;44
20251202 052800;25369.75;25372.25;25367.5;25372.25;40
